pay_period_start,employee_id,employee_name,location,role,employment_type,hourly_rate,hours_biweekly,gross_pay,cpp_withheld,ei_withheld,income_tax_withheld,employee_benefits,net_pay,dataset
2023-04-10,1036,Jessie Roy,YYC-SE,Bookseller,PERM,18.8,57.69,1084.57,56.4,17.35,130.15,21.69,858.98,bookstore_payroll
2023-04-24,1036,Jessie Roy,YYC-SE,Bookseller,PERM,18.8,67.2,1263.36,65.69,20.21,151.6,25.27,1000.59,bookstore_payroll
2023-05-08,1036,Jessie Roy,YYC-SE,Bookseller,PERM,18.8,62.4,1173.12,61.0,18.77,140.77,23.46,929.12,bookstore_payroll
2023-05-22,1036,Jessie Roy,YYC-SE,Bookseller,PERM,18.8,64.35,1209.78,62.91,19.36,145.17,24.2,958.14,bookstore_payroll
2023-06-05,1036,Jessie Roy,YYC-SE,Bookseller,PERM,18.8,73.61,1383.87,71.96,22.14,166.06,27.68,1096.03,bookstore_payroll
2023-06-19,1036,Jessie Roy,YYC-SE,Bookseller,PERM,18.8,71.16,1337.81,69.57,21.4,160.54,26.76,1059.54,bookstore_payroll
2023-07-03,1036,Jessie Roy,YYC-SE,Bookseller,PERM,18.8,67.54,1269.75,66.03,20.32,152.37,25.39,1005.64,bookstore_payroll
2023-07-17,1036,Jessie Roy,YYC-SE,Bookseller,PERM,18.8,68.5,1287.8,66.97,20.6,154.54,25.76,1019.93,bookstore_payroll
2023-07-31,1036,Jessie Roy,YYC-SE,Bookseller,PERM,18.8,65.45,1230.46,63.98,19.69,147.66,24.61,974.52,bookstore_payroll
2023-08-14,1036,Jessie Roy,YYC-SE,Bookseller,PERM,18.8,73.1,1374.28,71.46,21.99,164.91,27.49,1088.43,bookstore_payroll
2023-08-28,1036,Jessie Roy,YYC-SE,Bookseller,PERM,18.8,72.76,1367.89,71.13,21.89,164.15,27.36,1083.36,bookstore_payroll
2023-09-11,1036,Jessie Roy,YYC-SE,Bookseller,PERM,18.8,73.95,1390.26,72.29,22.24,166.83,27.81,1101.09,bookstore_payroll
2023-09-25,1036,Jessie Roy,YYC-SE,Bookseller,PERM,18.8,73.67,1385.0,72.02,22.16,166.2,27.7,1096.92,bookstore_payroll
2023-10-09,1036,Jessie Roy,YYC-SE,Bookseller,PERM,18.8,68.32,1284.42,66.79,20.55,154.13,25.69,1017.26,bookstore_payroll
2023-10-23,1036,Jessie Roy,YYC-SE,Bookseller,PERM,18.8,63.81,1199.63,62.38,19.19,143.96,23.99,950.11,bookstore_payroll
2023-11-06,1036,Jessie Roy,YYC-SE,Bookseller,PERM,18.8,67.0,1259.6,65.5,20.15,151.15,25.19,997.61,bookstore_payroll
2023-11-20,1036,Jessie Roy,YYC-SE,Bookseller,PERM,18.8,68.7,1291.56,67.16,20.66,154.99,25.83,1022.92,bookstore_payroll
2023-12-04,1036,Jessie Roy,YYC-SE,Bookseller,PERM,18.8,63.96,1202.45,62.53,19.24,144.29,24.05,952.34,bookstore_payroll
2023-12-18,1036,Jessie Roy,YYC-SE,Bookseller,PERM,18.8,77.78,1462.26,76.04,23.4,175.47,29.25,1158.1,bookstore_payroll
2024-01-01,1036,Jessie Roy,YYC-SE,Bookseller,PERM,18.8,79.17,1488.4,77.4,23.81,178.61,29.77,1178.81,bookstore_payroll
2024-01-15,1036,Jessie Roy,YYC-SE,Bookseller,PERM,18.8,68.64,1290.43,67.1,20.65,154.85,25.81,1022.02,bookstore_payroll
2024-01-29,1036,Jessie Roy,YYC-SE,Bookseller,PERM,18.8,75.55,1420.34,73.86,22.73,170.44,28.41,1124.9,bookstore_payroll
2024-02-12,1036,Jessie Roy,YYC-SE,Bookseller,PERM,18.8,72.72,1367.14,71.09,21.87,164.06,27.34,1082.78,bookstore_payroll
2024-02-26,1036,Jessie Roy,YYC-SE,Bookseller,PERM,18.8,66.38,1247.94,64.89,19.97,149.75,24.96,988.37,bookstore_payroll
2024-03-11,1036,Jessie Roy,YYC-SE,Bookseller,PERM,18.8,71.83,1350.4,70.22,21.61,162.05,27.01,1069.51,bookstore_payroll
2024-03-25,1036,Jessie Roy,YYC-SE,Bookseller,PERM,18.8,64.71,1216.55,63.26,19.46,145.99,24.33,963.51,bookstore_payroll
2024-04-08,1036,Jessie Roy,YYC-SE,Bookseller,PERM,18.8,64.08,1204.7,62.64,19.28,144.56,24.09,954.13,bookstore_payroll
2024-04-22,1036,Jessie Roy,YYC-SE,Bookseller,PERM,18.8,72.22,1357.74,70.6,21.72,162.93,27.15,1075.34,bookstore_payroll
2024-05-06,1036,Jessie Roy,YYC-SE,Bookseller,PERM,18.8,72.29,1359.05,70.67,21.74,163.09,27.18,1076.37,bookstore_payroll
2024-05-20,1036,Jessie Roy,YYC-SE,Bookseller,PERM,18.8,85.52,1607.78,83.6,25.72,192.93,32.16,1273.37,bookstore_payroll
2024-06-03,1036,Jessie Roy,YYC-SE,Bookseller,PERM,18.8,68.43,1286.48,66.9,20.58,154.38,25.73,1018.89,bookstore_payroll
2024-06-17,1036,Jessie Roy,YYC-SE,Bookseller,PERM,18.8,66.19,1244.37,64.71,19.91,149.32,24.89,985.54,bookstore_payroll
2024-07-01,1036,Jessie Roy,YYC-SE,Bookseller,PERM,18.8,74.9,1408.12,73.22,22.53,168.97,28.16,1115.24,bookstore_payroll
2024-07-15,1036,Jessie Roy,YYC-SE,Bookseller,PERM,18.8,69.21,1301.15,67.66,20.82,156.14,26.02,1030.51,bookstore_payroll
2024-07-29,1036,Jessie Roy,YYC-SE,Bookseller,PERM,18.8,65.47,1230.84,64.0,19.69,147.7,24.62,974.83,bookstore_payroll
2024-08-12,1036,Jessie Roy,YYC-SE,Bookseller,PERM,18.8,65.85,1237.98,64.37,19.81,148.56,24.76,980.48,bookstore_payroll
2024-08-26,1036,Jessie Roy,YYC-SE,Bookseller,PERM,18.8,68.28,1283.66,66.75,20.54,154.04,25.67,1016.66,bookstore_payroll
2024-09-09,1036,Jessie Roy,YYC-SE,Bookseller,PERM,18.8,75.69,1422.97,73.99,22.77,170.76,28.46,1126.99,bookstore_payroll
2024-09-23,1036,Jessie Roy,YYC-SE,Bookseller,PERM,18.8,71.95,1352.66,70.34,21.64,162.32,27.05,1071.31,bookstore_payroll
2024-10-07,1036,Jessie Roy,YYC-SE,Bookseller,PERM,18.8,64.36,1209.97,62.92,19.36,145.2,24.2,958.29,bookstore_payroll
2024-10-21,1036,Jessie Roy,YYC-SE,Bookseller,PERM,18.8,80.37,1510.96,78.57,24.18,181.32,30.22,1196.67,bookstore_payroll
2024-11-04,1036,Jessie Roy,YYC-SE,Bookseller,PERM,18.8,63.92,1201.7,62.49,19.23,144.2,24.03,951.75,bookstore_payroll
2024-11-18,1036,Jessie Roy,YYC-SE,Bookseller,PERM,18.8,64.94,1220.87,63.49,19.53,146.5,24.42,966.93,bookstore_payroll
2024-12-02,1036,Jessie Roy,YYC-SE,Bookseller,PERM,18.8,76.36,1435.57,74.65,22.97,172.27,28.71,1136.97,bookstore_payroll
2024-12-16,1036,Jessie Roy,YYC-SE,Bookseller,PERM,18.8,78.35,1472.98,76.59,23.57,176.76,29.46,1166.6,bookstore_payroll
2024-12-30,1036,Jessie Roy,YYC-SE,Bookseller,PERM,18.8,71.48,1343.82,69.88,21.5,161.26,26.88,1064.3,bookstore_payroll
2022-08-01,1037,Rowan Smith,YYC-SE,Bookseller,PERM,19.13,56.86,1087.73,56.56,17.4,130.53,21.75,861.49,bookstore_payroll
2022-08-15,1037,Rowan Smith,YYC-SE,Bookseller,PERM,19.13,65.18,1246.89,64.84,19.95,149.63,24.94,987.53,bookstore_payroll
2022-08-29,1037,Rowan Smith,YYC-SE,Bookseller,PERM,19.13,56.4,1078.93,56.1,17.26,129.47,21.58,854.52,bookstore_payroll
2022-09-12,1037,Rowan Smith,YYC-SE,Bookseller,PERM,19.13,79.51,1521.03,79.09,24.34,182.52,30.42,1204.66,bookstore_payroll
2022-09-26,1037,Rowan Smith,YYC-SE,Bookseller,PERM,19.13,66.32,1268.7,65.97,20.3,152.24,25.37,1004.82,bookstore_payroll
2022-10-10,1037,Rowan Smith,YYC-SE,Bookseller,PERM,19.13,69.41,1327.81,69.05,21.24,159.34,26.56,1051.62,bookstore_payroll
2022-10-24,1037,Rowan Smith,YYC-SE,Bookseller,PERM,19.13,62.38,1193.33,62.05,19.09,143.2,23.87,945.12,bookstore_payroll
2022-11-07,1037,Rowan Smith,YYC-SE,Bookseller,PERM,19.13,75.43,1442.98,75.03,23.09,173.16,28.86,1142.84,bookstore_payroll
2022-11-21,1037,Rowan Smith,YYC-SE,Bookseller,PERM,19.13,61.59,1178.22,61.27,18.85,141.39,23.56,933.15,bookstore_payroll
2022-12-05,1037,Rowan Smith,YYC-SE,Bookseller,PERM,19.13,59.45,1137.28,59.14,18.2,136.47,22.75,900.72,bookstore_payroll
2022-12-19,1037,Rowan Smith,YYC-SE,Bookseller,PERM,19.13,66.43,1270.81,66.08,20.33,152.5,25.42,1006.48,bookstore_payroll
2023-01-02,1037,Rowan Smith,YYC-SE,Bookseller,PERM,19.13,73.28,1401.85,72.9,22.43,168.22,28.04,1110.26,bookstore_payroll
2023-01-16,1037,Rowan Smith,YYC-SE,Bookseller,PERM,19.13,80.77,1545.13,80.35,24.72,185.42,30.9,1223.74,bookstore_payroll
2023-01-30,1037,Rowan Smith,YYC-SE,Bookseller,PERM,19.13,77.69,1486.21,77.28,23.78,178.35,29.72,1177.08,bookstore_payroll
2023-02-13,1037,Rowan Smith,YYC-SE,Bookseller,PERM,19.13,75.17,1438.0,74.78,23.01,172.56,28.76,1138.89,bookstore_payroll
2023-02-27,1037,Rowan Smith,YYC-SE,Bookseller,PERM,19.13,63.89,1222.22,63.56,19.56,146.67,24.44,967.99,bookstore_payroll
2023-03-13,1037,Rowan Smith,YYC-SE,Bookseller,PERM,19.13,63.76,1219.73,63.43,19.52,146.37,24.39,966.02,bookstore_payroll
2023-03-27,1037,Rowan Smith,YYC-SE,Bookseller,PERM,19.13,62.73,1200.02,62.4,19.2,144.0,24.0,950.42,bookstore_payroll
2023-04-10,1037,Rowan Smith,YYC-SE,Bookseller,PERM,19.13,67.1,1283.62,66.75,20.54,154.03,25.67,1016.63,bookstore_payroll
2023-04-24,1037,Rowan Smith,YYC-SE,Bookseller,PERM,19.13,56.52,1081.23,56.22,17.3,129.75,21.62,856.34,bookstore_payroll
2023-05-08,1037,Rowan Smith,YYC-SE,Bookseller,PERM,19.13,76.19,1457.51,75.79,23.32,174.9,29.15,1154.35,bookstore_payroll
2023-05-22,1037,Rowan Smith,YYC-SE,Bookseller,PERM,19.13,61.85,1183.19,61.53,18.93,141.98,23.66,937.09,bookstore_payroll
2023-06-05,1037,Rowan Smith,YYC-SE,Bookseller,PERM,19.13,61.11,1169.03,60.79,18.7,140.28,23.38,925.88,bookstore_payroll
2023-06-19,1037,Rowan Smith,YYC-SE,Bookseller,PERM,19.13,65.57,1254.35,65.23,20.07,150.52,25.09,993.44,bookstore_payroll
2023-07-03,1037,Rowan Smith,YYC-SE,Bookseller,PERM,19.13,59.95,1146.84,59.64,18.35,137.62,22.94,908.29,bookstore_payroll
2023-07-17,1037,Rowan Smith,YYC-SE,Bookseller,PERM,19.13,71.87,1374.87,71.49,22.0,164.98,27.5,1088.9,bookstore_payroll
2023-07-31,1037,Rowan Smith,YYC-SE,Bookseller,PERM,19.13,62.2,1189.89,61.87,19.04,142.79,23.8,942.39,bookstore_payroll
2023-08-14,1037,Rowan Smith,YYC-SE,Bookseller,PERM,19.13,71.01,1358.42,70.64,21.73,163.01,27.17,1075.87,bookstore_payroll
2023-08-28,1037,Rowan Smith,YYC-SE,Bookseller,PERM,19.13,73.55,1407.01,73.16,22.51,168.84,28.14,1114.36,bookstore_payroll
2023-09-11,1037,Rowan Smith,YYC-SE,Bookseller,PERM,19.13,64.7,1237.71,64.36,19.8,148.53,24.75,980.27,bookstore_payroll
2023-09-25,1037,Rowan Smith,YYC-SE,Bookseller,PERM,19.13,63.7,1218.58,63.37,19.5,146.23,24.37,965.11,bookstore_payroll
2023-10-09,1037,Rowan Smith,YYC-SE,Bookseller,PERM,19.13,63.19,1208.82,62.86,19.34,145.06,24.18,957.38,bookstore_payroll
2023-10-23,1037,Rowan Smith,YYC-SE,Bookseller,PERM,19.13,61.51,1176.69,61.19,18.83,141.2,23.53,931.94,bookstore_payroll
2023-11-06,1037,Rowan Smith,YYC-SE,Bookseller,PERM,19.13,65.48,1252.63,65.14,20.04,150.32,25.05,992.08,bookstore_payroll
2023-11-20,1037,Rowan Smith,YYC-SE,Bookseller,PERM,19.13,68.4,1308.49,68.04,20.94,157.02,26.17,1036.32,bookstore_payroll
2023-12-04,1037,Rowan Smith,YYC-SE,Bookseller,PERM,19.13,59.7,1142.06,59.39,18.27,137.05,22.84,904.51,bookstore_payroll
2020-11-23,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,47.15,994.39,51.71,15.91,119.33,19.89,787.55,bookstore_payroll
2020-12-07,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,51.95,1095.63,56.97,17.53,131.48,21.91,867.74,bookstore_payroll
2020-12-21,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,51.21,1080.02,56.16,17.28,129.6,21.6,855.38,bookstore_payroll
2021-01-04,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,41.8,881.56,45.84,14.1,105.79,17.63,698.2,bookstore_payroll
2021-01-18,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,61.6,1299.14,67.56,20.79,155.9,25.98,1028.91,bookstore_payroll
2021-02-01,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,65.23,1375.7,71.54,22.01,165.08,27.51,1089.56,bookstore_payroll
2021-02-15,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,54.36,1146.45,59.62,18.34,137.57,22.93,907.99,bookstore_payroll
2021-03-01,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,47.39,999.46,51.97,15.99,119.94,19.99,791.57,bookstore_payroll
2021-03-15,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,53.21,1122.2,58.35,17.96,134.66,22.44,888.79,bookstore_payroll
2021-03-29,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,53.04,1118.61,58.17,17.9,134.23,22.37,885.94,bookstore_payroll
2021-04-12,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,65.0,1370.85,71.28,21.93,164.5,27.42,1085.72,bookstore_payroll
2021-04-26,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,51.24,1080.65,56.19,17.29,129.68,21.61,855.88,bookstore_payroll
2021-05-10,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,55.65,1173.66,61.03,18.78,140.84,23.47,929.54,bookstore_payroll
2021-05-24,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,67.87,1431.38,74.43,22.9,171.77,28.63,1133.65,bookstore_payroll
2021-06-07,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,58.77,1239.46,64.45,19.83,148.74,24.79,981.65,bookstore_payroll
2021-06-21,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,58.97,1243.68,64.67,19.9,149.24,24.87,985.0,bookstore_payroll
2021-07-05,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,57.19,1206.14,62.72,19.3,144.74,24.12,955.26,bookstore_payroll
2021-07-19,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,63.67,1342.8,69.83,21.48,161.14,26.86,1063.49,bookstore_payroll
2021-08-02,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,60.22,1270.04,66.04,20.32,152.4,25.4,1005.88,bookstore_payroll
2021-08-16,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,68.92,1453.52,75.58,23.26,174.42,29.07,1151.19,bookstore_payroll
2021-08-30,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,69.58,1467.44,76.31,23.48,176.09,29.35,1162.21,bookstore_payroll
2021-09-13,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,59.68,1258.65,65.45,20.14,151.04,25.17,996.85,bookstore_payroll
2021-09-27,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,57.58,1214.36,63.15,19.43,145.72,24.29,961.77,bookstore_payroll
2021-10-11,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,58.78,1239.67,64.46,19.83,148.76,24.79,981.83,bookstore_payroll
2021-10-25,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,54.4,1147.3,59.66,18.36,137.68,22.95,908.65,bookstore_payroll
2021-11-08,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,58.6,1235.87,64.27,19.77,148.3,24.72,978.81,bookstore_payroll
2021-11-22,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,49.15,1036.57,53.9,16.59,124.39,20.73,820.96,bookstore_payroll
2021-12-06,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,53.53,1128.95,58.71,18.06,135.47,22.58,894.13,bookstore_payroll
2021-12-20,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,62.52,1318.55,68.56,21.1,158.23,26.37,1044.29,bookstore_payroll
2022-01-03,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,67.83,1430.53,74.39,22.89,171.66,28.61,1132.98,bookstore_payroll
2022-01-17,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,63.84,1346.39,70.01,21.54,161.57,26.93,1066.34,bookstore_payroll
2022-01-31,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,67.11,1415.35,73.6,22.65,169.84,28.31,1120.95,bookstore_payroll
2022-02-14,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,73.64,1553.07,80.76,24.85,186.37,31.06,1230.03,bookstore_payroll
2022-02-28,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,62.29,1313.7,68.31,21.02,157.64,26.27,1040.46,bookstore_payroll
2022-03-14,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,55.99,1180.83,61.4,18.89,141.7,23.62,935.22,bookstore_payroll
2022-03-28,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,68.36,1441.71,74.97,23.07,173.01,28.83,1141.83,bookstore_payroll
2022-04-11,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,67.82,1430.32,74.38,22.89,171.64,28.61,1132.8,bookstore_payroll
2022-04-25,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,69.16,1458.58,75.85,23.34,175.03,29.17,1155.19,bookstore_payroll
2022-05-09,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,57.42,1210.99,62.97,19.38,145.32,24.22,959.1,bookstore_payroll
2022-05-23,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,55.6,1172.6,60.98,18.76,140.71,23.45,928.7,bookstore_payroll
2022-06-06,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,66.19,1395.95,72.59,22.34,167.51,27.92,1105.59,bookstore_payroll
2022-06-20,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,65.77,1387.09,72.13,22.19,166.45,27.74,1098.58,bookstore_payroll
2022-07-04,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,62.46,1317.28,68.5,21.08,158.07,26.35,1043.28,bookstore_payroll
2022-07-18,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,73.28,1545.48,80.36,24.73,185.46,30.91,1224.02,bookstore_payroll
2022-08-01,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,64.54,1361.15,70.78,21.78,163.34,27.22,1078.03,bookstore_payroll
2022-08-15,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,71.99,1518.27,78.95,24.29,182.19,30.37,1202.47,bookstore_payroll
2022-08-29,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,69.87,1473.56,76.63,23.58,176.83,29.47,1167.05,bookstore_payroll
2022-09-12,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,58.06,1224.49,63.67,19.59,146.94,24.49,969.8,bookstore_payroll
2022-09-26,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,59.28,1250.22,65.01,20.0,150.03,25.0,990.18,bookstore_payroll
2022-10-10,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,56.91,1200.23,62.41,19.2,144.03,24.0,950.59,bookstore_payroll
2022-10-24,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,67.19,1417.04,73.69,22.67,170.04,28.34,1122.3,bookstore_payroll
2022-11-07,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,65.19,1374.86,71.49,22.0,164.98,27.5,1088.89,bookstore_payroll
2022-11-21,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,72.7,1533.24,79.73,24.53,183.99,30.66,1214.33,bookstore_payroll
2022-12-05,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,68.17,1437.71,74.76,23.0,172.53,28.75,1138.67,bookstore_payroll
2022-12-19,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,56.81,1198.12,62.3,19.17,143.77,23.96,948.92,bookstore_payroll
2023-01-02,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,65.23,1375.7,71.54,22.01,165.08,27.51,1089.56,bookstore_payroll
2023-01-16,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,55.34,1167.12,60.69,18.67,140.05,23.34,924.37,bookstore_payroll
2023-01-30,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,69.76,1471.24,76.5,23.54,176.55,29.42,1165.23,bookstore_payroll
2023-02-13,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,84.74,1787.17,92.93,28.59,214.46,35.74,1415.45,bookstore_payroll
2023-02-27,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,68.78,1450.57,75.43,23.21,174.07,29.01,1148.85,bookstore_payroll
2023-03-13,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,69.21,1459.64,75.9,23.35,175.16,29.19,1156.04,bookstore_payroll
2023-03-27,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,67.9,1432.01,74.46,22.91,171.84,28.64,1134.16,bookstore_payroll
2023-04-10,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,70.14,1479.25,76.92,23.67,177.51,29.59,1171.56,bookstore_payroll
2023-04-24,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,67.06,1414.3,73.54,22.63,169.72,28.29,1120.12,bookstore_payroll
2023-05-08,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,71.71,1512.36,78.64,24.2,181.48,30.25,1197.79,bookstore_payroll
2023-05-22,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,63.37,1336.47,69.5,21.38,160.38,26.73,1058.48,bookstore_payroll
2023-06-05,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,63.61,1341.53,69.76,21.46,160.98,26.83,1062.5,bookstore_payroll
2023-06-19,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,60.25,1270.67,66.07,20.33,152.48,25.41,1006.38,bookstore_payroll
2023-07-03,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,67.8,1429.9,74.35,22.88,171.59,28.6,1132.48,bookstore_payroll
2023-07-17,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,61.37,1294.29,67.3,20.71,155.31,25.89,1025.08,bookstore_payroll
2023-07-31,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,76.72,1618.02,84.14,25.89,194.16,32.36,1281.47,bookstore_payroll
2023-08-14,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,65.41,1379.5,71.73,22.07,165.54,27.59,1092.57,bookstore_payroll
2023-08-28,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,56.19,1185.05,61.62,18.96,142.21,23.7,938.56,bookstore_payroll
2023-09-11,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,61.19,1290.5,67.11,20.65,154.86,25.81,1022.07,bookstore_payroll
2023-09-25,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,68.81,1451.2,75.46,23.22,174.14,29.02,1149.36,bookstore_payroll
2023-10-09,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,71.91,1516.58,78.86,24.27,181.99,30.33,1201.13,bookstore_payroll
2023-10-23,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,70.12,1478.83,76.9,23.66,177.46,29.58,1171.23,bookstore_payroll
2023-11-06,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,63.07,1330.15,69.17,21.28,159.62,26.6,1053.48,bookstore_payroll
2023-11-20,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,64.57,1361.78,70.81,21.79,163.41,27.24,1078.53,bookstore_payroll
2023-12-04,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,63.87,1347.02,70.05,21.55,161.64,26.94,1066.84,bookstore_payroll
2023-12-18,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,71.4,1505.83,78.3,24.09,180.7,30.12,1192.62,bookstore_payroll
2024-01-01,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,70.06,1477.57,76.83,23.64,177.31,29.55,1170.24,bookstore_payroll
2024-01-15,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,66.68,1406.28,73.13,22.5,168.75,28.13,1113.77,bookstore_payroll
2024-01-29,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,65.4,1379.29,71.72,22.07,165.51,27.59,1092.4,bookstore_payroll
2024-02-12,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,66.22,1396.58,72.62,22.35,167.59,27.93,1106.09,bookstore_payroll
2024-02-26,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,69.41,1463.86,76.12,23.42,175.66,29.28,1159.38,bookstore_payroll
2024-03-11,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,77.4,1632.37,84.88,26.12,195.88,32.65,1292.84,bookstore_payroll
2024-03-25,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,70.48,1486.42,77.29,23.78,178.37,29.73,1177.25,bookstore_payroll
2024-04-08,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,67.34,1420.2,73.85,22.72,170.42,28.4,1124.81,bookstore_payroll
2024-04-22,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,66.87,1410.29,73.34,22.56,169.23,28.21,1116.95,bookstore_payroll
2024-05-06,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,79.57,1678.13,87.26,26.85,201.38,33.56,1329.08,bookstore_payroll
2024-05-20,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,74.31,1567.2,81.49,25.08,188.06,31.34,1241.23,bookstore_payroll
2024-06-03,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,75.23,1586.6,82.5,25.39,190.39,31.73,1256.59,bookstore_payroll
2024-06-17,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,73.84,1557.29,80.98,24.92,186.87,31.15,1233.37,bookstore_payroll
2024-07-01,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,69.06,1456.48,75.74,23.3,174.78,29.13,1153.53,bookstore_payroll
2024-07-15,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,76.55,1614.44,83.95,25.83,193.73,32.29,1278.64,bookstore_payroll
2024-07-29,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,60.55,1277.0,66.4,20.43,153.24,25.54,1011.39,bookstore_payroll
2024-08-12,1038,Riley Brown,YYC-SE,Bookseller,PERM,21.09,78.67,1659.15,86.28,26.55,199.1,33.18,1314.04,bookstore_payroll
